,,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
HH118,N2,1.49200053,1.49200053,2.22648982,-0.0,0.0,-0.0,0.02641199,0.02641199,-0.02559473,-0.0,0.0,-0.0,1.51841252,1.51841252,2.20089509,-0.0,0.0,-0.0,1.50022406,1.50022406,2.23132127,-0.0,0.0,-0.0,0.02438356,0.02438356,-0.02703221,-0.0,0.0,-0.0,1.52460762,1.52460762,2.20428906,-0.0,0.0,-0.0,1.50076963,1.50076963,2.23197551,0.0,0.0,-0.0,0.02445577,0.02445577,-0.02762104,-0.0,0.0,-0.0,1.52522539,1.52522539,2.20435447,-0.0,0.0,-0.0,1.49194092,1.49194092,2.23003346,0.0,-0.0,0.0,0.02751804,0.02751804,-0.02552314,0.0,0.0,-0.0,1.51945896,1.51945896,2.20451032,0.0,0.0,0.0,1.5005932,1.5005932,2.23168903,-0.0,0.0,0.0,0.0255636,0.0255636,-0.02660242,0.0,-0.0,0.0,1.5261568,1.5261568,2.20508661,0.0,-0.0,0.0,1.50099447,1.50099447,2.2316273,0.0,-0.0,-0.0,0.0249185,0.0249185,-0.02736969,-0.0,-0.0,-0.0,1.52591297,1.52591297,2.20425761,-0.0,-0.0,-0.0
HH118,N2H2,3.56432724,2.05984902,2.83273624,0.0,0.0,-0.34199188,0.01851882,0.03683208,0.11696201,-0.0,-0.0,0.046023565,3.58284606,2.09668111,2.94969825,0.0,0.0,-0.29596831,3.5708091,2.06870916,2.84220818,-0.0,-0.0,-0.34059407,0.01628621,0.03466075,0.11465942,0.0,-0.0,0.045989,3.58709531,2.10336991,2.9568676,0.0,-0.0,-0.294605065,3.57155952,2.06898292,2.84273383,0.0,-0.0,-0.34069911,0.01547929,0.03470782,0.11373297,0.0,0.0,0.045933055,3.5870388,2.10369074,2.9564668,0.0,0.0,-0.29476605499999997,3.56057798,2.05006879,2.82994694,0.0,-0.0,-0.34154255,0.01643867,0.03400719,0.11616979,-0.0,0.0,0.046623479999999995,3.57701666,2.08407598,2.94611673,-0.0,0.0,-0.29491907500000003,3.56790546,2.06545044,2.83840949,-0.0,-0.0,-0.34101221,0.01566712,0.03443396,0.11421294,-0.0,0.0,0.046069995,3.58357258,2.0998844,2.95262243,-0.0,0.0,-0.294942215,3.56974989,2.06792449,2.84086684,0.0,0.0,-0.34072622,0.014906,0.03423537,0.11331017,-0.0,0.0,0.046003934999999996,3.58465589,2.10215986,2.95417701,-0.0,0.0,-0.29472228
HH118,N2H4,3.06520554,3.70745475,3.0614836,0.07965198,0.0,0.0,0.1182534,0.12471299,0.17548486,-0.01324841,-0.0,0.0,3.18345894,3.83216774,3.23696847,0.06640357499999999,0.0,0.0,3.07073808,3.71524976,3.07105286,0.08013633,0.0,0.0,0.11617005,0.12329112,0.17373105,-0.012283465,0.0,0.0,3.18690813,3.83854088,3.24478391,0.06785286,0.0,0.0,3.07097676,3.71596188,3.07123489,0.0802005,-0.0,0.0,0.11541584,0.12292423,0.17271549,-0.0121152,-0.0,-0.0,3.18639259,3.83888611,3.24395038,0.0680853,-0.0,0.0,3.0672723,3.69997916,3.06144043,0.07920988,0.0,-0.0,0.11716361,0.12264471,0.17330553,-0.012813395,-0.0,-0.0,3.18443591,3.82262387,3.23474595,0.066396485,0.0,-0.0,3.06997486,3.71145308,3.06672985,0.07995433,0.0,0.0,0.11592654,0.12281145,0.17233476,-0.012298964999999999,-0.0,0.0,3.1859014,3.83426453,3.23906461,0.06765536999999999,-0.0,0.0,3.07000878,3.71346599,3.06903662,0.07999301,-0.0,0.0,0.1150252,0.1222687,0.17179616,-0.01217815,-0.0,0.0,3.18503398,3.83573469,3.24083278,0.06781486,-0.0,0.0
HH118,NH,1.31315564,1.31315564,1.68671844,-0.0,0.0,0.0,0.04126818,0.04126818,0.04664311,-0.0,0.0,-0.0,1.35442382,1.35442382,1.73336155,-0.0,0.0,0.0,1.32149727,1.32149727,1.69320344,-0.0,0.0,-0.0,0.03947077,0.03947077,0.04506291,0.0,-0.0,0.0,1.36096805,1.36096805,1.73826635,-0.0,0.0,0.0,1.32253368,1.32253368,1.69376305,-0.0,0.0,-0.0,0.03948165,0.03948165,0.04454429,-0.0,-0.0,-0.0,1.36201532,1.36201532,1.73830734,-0.0,0.0,-0.0,1.29918284,1.29918284,1.68003,-0.0,-0.0,0.0,0.03577757,0.03577757,0.04525173,-0.0,-0.0,-0.0,1.33496042,1.33496042,1.72528173,-0.0,-0.0,-0.0,1.31754546,1.31754546,1.6891819,0.0,-0.0,0.0,0.03854796,0.03854796,0.04469022,0.0,-0.0,0.0,1.35609341,1.35609341,1.73387212,0.0,-0.0,0.0,1.32066297,1.32066297,1.69205326,0.0,0.0,0.0,0.03914991,0.03914991,0.04424916,-0.0,-0.0,-0.0,1.35981288,1.35981288,1.73630242,-0.0,-0.0,-0.0
HH118,NH2,1.53567779,1.84945207,1.87549362,0.0,-0.0,-0.0,0.06702692,0.05042621,0.0936718,0.0,-0.0,0.0,1.60270472,1.89987828,1.96916542,0.0,-0.0,-0.0,1.54126265,1.85366226,1.88493779,0.0,-0.0,-0.0,0.06550611,0.04881705,0.09265929,0.0,0.0,-0.0,1.60676876,1.90247931,1.97759708,0.0,0.0,-0.0,1.54237185,1.85416837,1.88560818,0.0,-0.0,-0.0,0.06569465,0.0485101,0.09230136,0.0,0.0,0.0,1.6080665,1.90267847,1.97790954,0.0,-0.0,0.0,1.50951152,1.84935465,1.85812187,0.0,-0.0,-0.0,0.05929082,0.04953037,0.08919192,-0.0,0.0,-0.0,1.56880234,1.89888502,1.94731379,-0.0,-0.0,-0.0,1.53253395,1.85315856,1.87634498,0.0,0.0,-0.0,0.06297034,0.04895198,0.09090899,-0.0,0.0,-0.0,1.59550429,1.90211054,1.96725397,0.0,0.0,-0.0,1.53866172,1.8532842,1.88182562,0.0,-0.0,-0.0,0.06436864,0.04832654,0.09121824,-0.0,0.0,-0.0,1.60303037,1.90161074,1.97304387,-0.0,-0.0,-0.0
HH118,NH2Cl,3.39867689,3.382401,5.04793859,0.02277975,-0.09799112,0.06904941,0.10260162,0.11578944,0.04248676,-0.018458395000000002,0.016157985,-0.011387535,3.50127851,3.49819044,5.09042535,0.00432135,-0.08183314,0.057661875,3.42131821,3.40585261,5.06523876,0.02164551,-0.09738955,0.06862543,0.09570717,0.1088324,0.03844086,-0.018369865,0.01520074,-0.01071239,3.51702538,3.51468501,5.10367962,0.0032756449999999998,-0.0821888,0.057913030000000004,3.42501651,3.40948187,5.068556,0.02174221,-0.09782703,0.06893373,0.09465624,0.10771422,0.03770271,-0.01829659,0.01498338,-0.010563045,3.51967275,3.51719609,5.10625871,0.00344562,-0.08284364999999999,0.058370685000000005,3.36440343,3.34699838,5.0245459,0.02436005,-0.09772815,0.06886408,0.09141004,0.10392481,0.03460559,-0.017514445,0.01504256,-0.01060002,3.45581348,3.45092319,5.05915149,0.006845605,-0.08268559,0.05826406,3.41554186,3.39925479,5.05825265,0.02279523,-0.09753916,0.06873086,0.09333518,0.1061269,0.03684412,-0.017900344999999998,0.01487524,-0.010481850000000001,3.50887704,3.50538169,5.09509678,0.004894885,-0.08266392,0.058249010000000004,3.41267375,3.39680749,5.06146932,0.02220629,-0.0977678,0.06889198,0.09182889,0.10475267,0.03572131,-0.018085005,0.01494759,-0.01053288,3.50450265,3.50156016,5.09719063,0.004121285,-0.08282021,0.058359104999999994
HH118,NH2F,2.03508964,2.39088744,2.00994049,-0.22650159,-0.17472003,0.0479047,0.10282087,0.06152005,0.09565193,0.02271455,0.017521505,0.013659325,2.1379105,2.45240749,2.10559241,-0.20378704,-0.15719853,0.061564025,2.04368449,2.39657732,2.0177836,-0.22455599,-0.17321925,0.04933659,0.10145341,0.05962077,0.09410413,0.0227927,0.01758225,0.01400197,2.1451379,2.45619808,2.11188773,-0.20176329,-0.155637,0.063338565,2.04446681,2.39723049,2.0185147,-0.2244167,-0.17311181,0.04943417,0.1009422,0.0592064,0.09358889,0.02277383,0.0175677,0.01400972,2.14540901,2.45643689,2.11210359,-0.201642875,-0.15554411,0.06344389,2.01038302,2.37510735,1.98706004,-0.23029256,-0.1776443,0.04442633,0.09499834,0.05667501,0.088291,0.02142592,0.01652762,0.012777725,2.10538136,2.43178236,2.07535104,-0.20886664,-0.161116685,0.057204055000000004,2.03287909,2.3907636,2.00807044,-0.22675861,-0.17491829,0.04725608,0.09788086,0.05797323,0.09088698,0.02194272,0.016925540000000003,0.01332431,2.13075995,2.44873683,2.09895742,-0.20481589,-0.15799275000000002,0.060580385,2.03941877,2.39445242,2.01390671,-0.22545421,-0.17391214,0.04859599,0.09897757,0.05816512,0.09180578,0.02237088,0.01725632,0.01366439,2.13839634,2.45261754,2.10571248,-0.20308333,-0.15665582,0.062260380000000004
HH118,NH2OH,2.56258015,3.24044114,2.40353461,0.27447658,0.0,0.0,0.14860175,0.07234435,0.12942095,-0.01647691,-0.0,0.0,2.7111819,3.31278549,2.53295555,0.25799967,0.0,0.0,2.57144532,3.24603853,2.41102142,0.27274911,-0.0,0.0,0.1467179,0.07020101,0.12698185,-0.015979375,0.0,-0.0,2.71816322,3.31623954,2.53800327,0.256769735,-0.0,0.0,2.57204953,3.24678268,2.4117096,0.27272253,0.0,0.0,0.1459335,0.0696786,0.12637581,-0.015922110000000003,-0.0,0.0,2.71798303,3.31646129,2.5380854,0.25680042000000003,0.0,0.0,2.55783282,3.23226154,2.38952721,0.27740282,0.0,-0.0,0.14541632,0.0700692,0.1223691,-0.01513859,-0.0,0.0,2.70324914,3.30233073,2.51189631,0.26226423499999996,0.0,0.0,2.56723525,3.24238094,2.40545701,0.27394423,0.0,0.0,0.14519981,0.06982595,0.12457637,-0.015609080000000001,0.0,-0.0,2.71243506,3.31220689,2.53003338,0.25833515,0.0,0.0,2.56948001,3.24468959,2.40836322,0.27297989,0.0,-0.0,0.144874,0.06915477,0.124806,-0.015834765,-0.0,0.0,2.71435401,3.31384436,2.53316922,0.25714512,-0.0,-0.0
HH118,NH3,1.98140997,1.98134603,2.16316178,-0.0,-3.727e-05,0.0,0.06769416,0.06769742,0.16750392,-0.0,-5.78e-06,0.0,2.04910413,2.04904345,2.33066569,-0.0,-4.305e-05,0.0,1.98554761,1.98548334,2.16973783,0.0,-3.744e-05,-0.0,0.06648076,0.0664837,0.16512573,-0.0,-4.025e-06,-0.0,2.05202837,2.05196704,2.33486356,0.0,-4.1465e-05,-0.0,1.98604448,1.98598021,2.17061366,-0.0,-3.742e-05,0.0,0.06627939,0.06628257,0.1644775,-0.0,-3.87e-06,0.0,2.05232388,2.05226279,2.33509116,-0.0,-4.129e-05,0.0,1.97748541,1.97742164,2.13581712,-0.0,-3.733e-05,-0.0,0.06533767,0.06533534,0.15846008,-0.0,-6.39e-06,-0.0,2.04282308,2.04275698,2.29427721,-0.0,-4.372e-05,-0.0,1.98384409,1.98377984,2.15682283,0.0,-3.746e-05,-0.0,0.06608251,0.06608575,0.16106134,0.0,-4.38e-06,0.0,2.0499266,2.0498656,2.31788417,0.0,-4.1845000000000003e-05,0.0,1.9845072,1.98444302,2.16557174,-0.0,-3.731e-05,0.0,0.06581927,0.0658226,0.1625641,0.0,-3.54e-06,-0.0,2.05032646,2.05026562,2.32813584,-0.0,-4.085e-05,0.0
HH118,NH3O,2.5703715,2.57039639,3.58004662,0.0,0.0,-9.01e-06,0.20434497,0.20436557,0.3521919,0.0,-0.0,9.795e-06,2.77471647,2.77476196,3.93223852,0.0,-0.0,7.9e-07,2.58504099,2.58506494,3.57605809,-0.0,-0.0,-1.135e-05,0.20374945,0.20376705,0.34237415,0.0,-0.0,9.55e-07,2.78879043,2.78883198,3.91843223,-0.0,-0.0,-1.0395000000000001e-05,2.5875405,2.58756482,3.57704939,0.0,0.0,-1.124e-05,0.20366851,0.20368531,0.34063619,-0.0,0.0,2.205e-06,2.79120901,2.79125013,3.91768558,0.0,0.0,-9.04e-06,2.47558202,2.47560231,3.56616046,0.0,0.0,-1.638e-05,0.1697982,0.16980313,0.33792384,0.0,-0.0,-6.055e-06,2.64538022,2.64540544,3.9040843,0.0,0.0,-2.244e-05,2.54320637,2.54322817,3.57492466,0.0,0.0,-1.612e-05,0.1855881,0.18559947,0.33882424,0.0,0.0,1.304e-05,2.72879447,2.72882764,3.9137489,0.0,0.0,-3.085e-06,2.56689248,2.56691763,3.57371255,0.0,-0.0,-9.51e-06,0.19333764,0.19333718,0.33785145,0.0,0.0,-2.4805e-05,2.76023012,2.76025481,3.91156401,0.0,0.0,-3.4315e-05
HH118,NOCl,4.73360457,6.86891652,3.31945121,1.7797064,-0.0,0.0,0.13332744,0.08838577,0.10436436,0.023052234999999997,-0.0,-0.0,4.866932,6.95730229,3.42381557,1.802758645,-0.0,-0.0,4.75795636,6.8876339,3.34556634,1.77840481,0.0,-0.0,0.12538806,0.0731808,0.09694327,0.021549085000000003,0.0,-0.0,4.88334443,6.96081471,3.44250961,1.7999538949999998,0.0,-0.0,4.76194334,6.89043554,3.34885296,1.77822029,-0.0,0.0,0.12375743,0.0702152,0.09576812,0.020903955000000002,-0.0,-0.0,4.88570077,6.96065073,3.44462108,1.79912424,-0.0,-0.0,4.69640808,6.84981471,3.2751698,1.78883366,-0.0,0.0,0.11579192,0.07527354,0.08528642,0.02511013,-0.0,-0.0,4.8122,6.92508825,3.36045622,1.81394379,-0.0,-0.0,4.75231553,6.88241316,3.33743445,1.77978728,-0.0,0.0,0.1209451,0.07087926,0.09179597,0.02215435,0.0,-0.0,4.87326063,6.95329241,3.42923041,1.80194163,0.0,0.0,4.74950964,6.88402965,3.3362966,1.77996588,-0.0,-0.0,0.11960292,0.0681549,0.09126317,0.02150257,0.0,0.0,4.86911256,6.95218455,3.42755977,1.80146845,0.0,0.0
HH118,NP,3.55736351,3.55736351,5.37974877,0.0,0.0,-0.0,0.02282554,0.02282554,0.07162215,-0.0,0.0,0.0,3.58018905,3.58018905,5.45137092,0.0,0.0,0.0,3.58645273,3.58645273,5.39776039,-0.0,-0.0,0.0,0.01657914,0.01657914,0.06875152,-0.0,0.0,-0.0,3.60303187,3.60303187,5.46651191,-0.0,0.0,-0.0,3.59115989,3.59115989,5.40049902,-0.0,0.0,-0.0,0.01634462,0.01634462,0.06895209,0.0,0.0,-0.0,3.60750451,3.60750451,5.46945111,-0.0,0.0,-0.0,3.56871782,3.56871782,5.39440947,0.0,-0.0,0.0,0.0225361,0.0225361,0.07420352,0.0,0.0,0.0,3.59125392,3.59125392,5.46861299,0.0,0.0,0.0,3.58670736,3.58670736,5.3986443,-0.0,0.0,-0.0,0.01785955,0.01785955,0.07152907,0.0,-0.0,0.0,3.6045669,3.6045669,5.47017337,0.0,-0.0,0.0,3.58818242,3.58818242,5.39958374,0.0,-0.0,0.0,0.01593972,0.01593972,0.06858267,-0.0,0.0,-0.0,3.60412214,3.60412214,5.46816641,-0.0,0.0,-0.0
HH118,Na,23.23327624,23.23327624,23.23327624,-0.0,-0.0,0.0,-0.42057251,-0.42057251,-0.42057251,-0.0,0.0,0.0,22.81270373,22.81270373,22.81270373,-0.0,-0.0,0.0,23.26180252,23.26180252,23.26180252,-0.0,0.0,0.0,-0.93662177,-0.93662177,-0.93662177,-0.0,-0.0,0.0,22.32518075,22.32518075,22.32518075,-0.0,0.0,0.0,23.30030102,23.30030102,23.30030102,-0.0,-0.0,0.0,-0.97811659,-0.97811659,-0.97811659,0.0,0.0,0.0,22.32218442,22.32218442,22.32218442,-0.0,-0.0,0.0,23.26328628,23.26328628,23.26328628,0.0,0.0,-0.0,-0.78545945,-0.78545945,-0.78545945,0.0,0.0,-0.0,22.47782683,22.47782683,22.47782683,0.0,0.0,-0.0,23.32843849,23.32843849,23.32843849,-0.0,-0.0,-0.0,-0.91781165,-0.91781165,-0.91781165,-0.0,-0.0,-0.0,22.41062683,22.41062683,22.41062683,-0.0,-0.0,-0.0,23.33449682,23.33449682,23.33449682,-0.0,0.0,0.0,-0.99648606,-0.99648606,-0.99648606,-0.0,0.0,-0.0,22.33801076,22.33801076,22.33801076,-0.0,0.0,-0.0
HH118,Na2,29.59458841,29.59458841,49.53740537,0.0,0.0,0.0,-0.84555362,-0.84555362,0.56353853,-0.0,-0.0,0.0,28.74903479,28.74903479,50.1009439,-0.0,0.0,0.0,29.6308708,29.6308708,49.28844053,-0.0,-0.0,0.0,-1.29633411,-1.29633411,0.05936045,-0.0,-0.0,-0.0,28.33453669,28.33453669,49.34780098,-0.0,-0.0,0.0,29.70424132,29.70424132,49.28055284,-0.0,-0.0,0.0,-1.39805415,-1.39805415,-0.00532461,0.0,-0.0,-0.0,28.30618717,28.30618717,49.27522823,-0.0,-0.0,-0.0,29.70017265,29.70017265,49.3456453,0.0,0.0,0.0,-1.12119615,-1.12119615,0.16269229,-0.0,0.0,0.0,28.5789765,28.5789765,49.50833759,-0.0,0.0,0.0,29.73153278,29.73153278,49.33219966,0.0,0.0,0.0,-1.22182548,-1.22182548,0.04684938,-0.0,0.0,0.0,28.5097073,28.5097073,49.37904903,-0.0,0.0,0.0,29.72519352,29.72519352,49.29716958,0.0,0.0,0.0,-1.29222009,-1.29222009,-0.03297217,0.0,0.0,0.0,28.43297344,28.43297344,49.2641974,0.0,0.0,0.0
HH118,NaCN,4.36256129,3.98669566,3.36864137,-0.12741726,-0.0,0.0,0.20610297,0.28288969,0.16790107,0.06457469,0.0,-0.0,4.56866426,4.26958535,3.53654244,-0.06284257,0.0,-0.0,4.39012264,4.023587,3.38998946,-0.11900001,-0.0,-0.0,0.19945192,0.28030508,0.15747009,0.06911871,-0.0,0.0,4.58957456,4.30389207,3.54745955,-0.0498813,-0.0,0.0,4.39313643,4.02684083,3.39319532,-0.11825981,0.0,-0.0,0.19597421,0.27643176,0.15458452,0.068757665,-0.0,-0.0,4.58911064,4.3032726,3.54777983,-0.049502145,-0.0,-0.0,4.37834363,4.00479964,3.37231058,-0.12662379,0.0,0.0,0.20278899,0.28053349,0.16059688,0.06667627000000001,0.0,-0.0,4.58113262,4.28533313,3.53290746,-0.059947525,0.0,-0.0,4.38828021,4.0205551,3.38910945,-0.12050749,0.0,-0.0,0.19710811,0.2758173,0.15564791,0.067005695,0.0,0.0,4.58538831,4.2963724,3.54475736,-0.0535018,0.0,0.0,4.39200967,4.02490392,3.39334507,-0.11932777,-0.0,0.0,0.19460634,0.27414469,0.15355928,0.06770034999999999,0.0,0.0,4.58661601,4.2990486,3.54690435,-0.05162742,0.0,0.0
HH118,NaCl,4.14225326,4.14225326,5.0047539,-0.0,0.0,-0.0,0.24837309,0.24837309,0.46460195,-0.0,-0.0,-0.0,4.39062634,4.39062634,5.46935585,-0.0,-0.0,-0.0,4.19849178,4.19849178,5.0503466,-0.0,-0.0,-0.0,0.22173994,0.22173994,0.29636903,0.0,-0.0,-0.0,4.42023172,4.42023172,5.34671563,-0.0,-0.0,-0.0,4.20332691,4.20332691,5.05458616,0.0,0.0,-0.0,0.21201175,0.21201175,0.43281879,0.0,0.0,0.0,4.41533866,4.41533866,5.48740496,0.0,0.0,-0.0,4.11637967,4.11637967,5.02190639,0.0,0.0,0.0,0.21862242,0.21862242,0.44951026,0.0,-0.0,0.0,4.33500209,4.33500209,5.47141665,0.0,-0.0,0.0,4.19311313,4.19311313,5.039288,-0.0,-0.0,0.0,0.21233372,0.21233372,0.42987742,0.0,-0.0,-0.0,4.40544685,4.40544685,5.46916542,0.0,-0.0,-0.0,4.19510934,4.19510934,5.04563012,-0.0,-0.0,0.0,0.20683115,0.20683115,0.42302122,0.0,0.0,-0.0,4.40194049,4.40194049,5.46865133,0.0,0.0,-0.0
HH118,NaH,5.16211113,5.16211113,7.27696521,-0.0,0.0,0.0,0.32836365,0.32836365,0.87081712,-0.0,0.0,-0.0,5.49047478,5.49047478,8.14778233,-0.0,0.0,0.0,5.14487033,5.14487033,7.15443493,-0.0,-0.0,-0.0,0.29337383,0.29337383,0.85793159,0.0,0.0,-0.0,5.43824417,5.43824417,8.01236652,-0.0,-0.0,-0.0,5.14633064,5.14633064,7.14579447,-0.0,-0.0,0.0,0.29191972,0.29191972,0.85139599,0.0,-0.0,0.0,5.43825036,5.43825036,7.99719046,0.0,-0.0,0.0,5.14676865,5.14676865,7.16730663,0.0,0.0,0.0,0.30411339,0.30411339,0.85787242,-0.0,0.0,0.0,5.45088204,5.45088204,8.02517905,0.0,0.0,0.0,5.14665794,5.14665794,7.13743625,-0.0,-0.0,0.0,0.29766111,0.29766111,0.84942739,-0.0,0.0,-0.0,5.44431905,5.44431905,7.98686364,-0.0,0.0,-0.0,5.14438549,5.14438549,7.12784573,-0.0,0.0,0.0,0.29391953,0.29391953,0.8479183,0.0,-0.0,0.0,5.43830502,5.43830502,7.97576403,0.0,0.0,0.0
HH118,NaLi,27.52343401,27.52343401,43.3586032,0.0,0.0,0.0,-0.69542192,-0.69542192,1.05189158,0.0,0.0,0.0,26.82801209,26.82801209,44.41049479,0.0,0.0,0.0,27.3717839,27.3717839,43.28760354,0.0,-0.0,-0.0,-0.85560692,-0.85560692,0.8275609,0.0,0.0,0.0,26.51617698,26.51617698,44.11516444,0.0,-0.0,-0.0,27.38827234,27.38827234,43.30160229,-0.0,-0.0,0.0,-0.87242727,-0.87242727,0.76065441,0.0,0.0,0.0,26.51584507,26.51584507,44.0622567,-0.0,-0.0,0.0,27.38384058,27.38384058,43.34415463,0.0,0.0,0.0,-0.75560523,-0.75560523,0.83944414,0.0,0.0,0.0,26.62823536,26.62823536,44.18359877,0.0,0.0,0.0,27.4000287,27.4000287,43.31548436,0.0,0.0,0.0,-0.81855326,-0.81855326,0.75500762,0.0,-0.0,-0.0,26.58147544,26.58147544,44.07049199,0.0,-0.0,-0.0,27.4009739,27.4009739,43.2957051,-0.0,0.0,-0.0,-0.82724812,-0.82724812,0.73946573,0.0,0.0,-0.0,26.57372579,26.57372579,44.03517082,0.0,0.0,-0.0
HH118,Ne,0.38984317,0.38984317,0.38984317,0.0,0.0,0.0,0.02286466,0.02286466,0.02286466,0.0,0.0,-0.0,0.41270783,0.41270783,0.41270783,0.0,0.0,-0.0,0.39060684,0.39060684,0.39060684,-0.0,0.0,0.0,0.02253334,0.02253334,0.02253334,0.0,0.0,-0.0,0.41314018,0.41314018,0.41314018,-0.0,0.0,-0.0,0.39050709,0.39050709,0.39050709,0.0,-0.0,0.0,0.02227061,0.02227061,0.02227061,0.0,-0.0,-0.0,0.4127777,0.4127777,0.4127777,0.0,-0.0,-0.0,0.3505578,0.3505578,0.3505578,-0.0,-0.0,-0.0,0.01540634,0.01540634,0.01540634,0.0,-0.0,0.0,0.36596415,0.36596415,0.36596415,-0.0,-0.0,0.0,0.3768816,0.3768816,0.3768816,-0.0,0.0,-0.0,0.01901227,0.01901227,0.01901227,0.0,-0.0,0.0,0.39589387,0.39589387,0.39589387,-0.0,0.0,-0.0,0.38603403,0.38603403,0.38603403,0.0,-0.0,-0.0,0.02088508,0.02088508,0.02088508,0.0,0.0,0.0,0.40691911,0.40691911,0.40691911,0.0,0.0,0.0
HH118,O2,1.18213033,1.18213033,2.38162277,0.0,0.0,-0.0,0.03368781,0.03368781,-0.14794636,-0.0,0.0,0.0,1.21581813,1.21581813,2.23367641,-0.0,0.0,0.0,1.19134939,1.19134939,2.39082828,0.0,-0.0,-0.0,0.03073124,0.03073124,-0.15096833,-0.0,0.0,-0.0,1.22208063,1.22208063,2.23985995,0.0,0.0,-0.0,1.19205344,1.19205344,2.39216205,0.0,-0.0,-0.0,0.03050383,0.03050383,-0.15211382,-0.0,-0.0,-0.0,1.22255727,1.22255727,2.24004823,0.0,-0.0,-0.0,1.15860815,1.15860815,2.37317678,-0.0,0.0,0.0,0.02783221,0.02783221,-0.15521829,-0.0,-0.0,-0.0,1.18644035,1.18644035,2.21795849,-0.0,-0.0,-0.0,1.18561935,1.18561935,2.38617307,0.0,0.0,0.0,0.02981814,0.02981814,-0.15341995,-0.0,-0.0,-0.0,1.21543749,1.21543749,2.23275312,-0.0,-0.0,-0.0,1.18971251,1.18971251,2.38986624,0.0,0.0,-0.0,0.03011202,0.03011202,-0.15326261,-0.0,-0.0,-0.0,1.21982453,1.21982453,2.23660362,-0.0,-0.0,-0.0
HH118,O3,1.66914252,4.04344873,2.00789209,0.0,-3.1e-07,3e-08,0.08214947,0.55274775,0.14718626,1.64e-06,3.18e-06,-5.35e-07,1.75129198,4.59619649,2.15507835,1.64e-06,2.87e-06,-5.1e-07,1.67911613,4.05123734,2.02150443,-0.0,-2e-08,1e-08,0.07916501,0.55259598,0.14414631,-8.95e-07,2.885e-06,-9e-08,1.75828114,4.60383332,2.16565074,-8.95e-07,2.865e-06,-8.500000000000001e-08,1.67959183,4.051627,2.0217357,-1.03e-05,-7.52e-06,-1.8e-06,0.07859183,0.55216344,0.14330391,-3.4200000000000003e-06,8.745e-06,3.9e-07,1.75818366,4.60379045,2.16503961,-1.3715e-05,1.23e-06,-1.405e-06,1.64634467,4.03343053,1.98933098,0.0,-1e-08,-0.0,0.06668383,0.54657088,0.13489457,1.385e-06,-3.675e-06,3e-08,1.7130285,4.58000141,2.12422555,1.385e-06,-3.6850000000000003e-06,2.5e-08,1.67397355,4.0464522,2.01362525,-0.0,1e-08,-0.0,0.07439343,0.55052184,0.13988742,-1.4900000000000001e-06,3.725e-06,1e-08,1.74836697,4.59697404,2.15351267,-1.4900000000000001e-06,3.735e-06,1e-08,,,,,,,,,,,,,,,,,,
HH118,OCl2,4.16950459,7.82028268,4.59481859,-0.0,0.0,-0.0,0.13134225,0.10516117,0.11427363,0.0,0.0,-0.0,4.30084684,7.92544385,4.70909222,0.0,0.0,-0.0,4.19990651,7.833425,4.61544907,0.0,-0.0,-0.0,0.12177864,0.101531,0.10539015,0.0,-0.0,0.0,4.32168515,7.93495599,4.72083922,0.0,-0.0,0.0,4.20508806,7.83822149,4.6199718,-0.0,-0.0,0.0,0.11997357,0.10083623,0.10389771,-0.0,0.0,-0.0,4.32506163,7.93905773,4.72386951,-0.0,0.0,-0.0,4.11846732,7.78796656,4.54664084,-0.0,0.0,0.0,0.10784102,0.09552459,0.09385997,0.0,-0.0,-0.0,4.22630834,7.88349116,4.64050081,-0.0,0.0,-0.0,4.19133472,7.83198738,4.60749812,0.0,0.0,-0.0,0.11476057,0.10114469,0.09994644,0.0,0.0,-0.0,4.30609529,7.93313207,4.70744456,0.0,0.0,-0.0,4.18956239,7.83115918,4.6078625,-0.0,-0.0,-0.0,0.11385769,0.09871837,0.09930709,0.0,0.0,0.0,4.30342008,7.92987755,4.70716959,0.0,-0.0,0.0
